"video","n","mean","sd","median","q1","q3","min","max"
"lasercmt3.5x",13,0.0338457708175366,0.00380674551482969,0.0342009179294109,0.0302372090518475,0.0360758639872074,0.0282370261847973,0.0400975085794926
"lasercmt3.5y",9,0.0207742756853501,0.00195746456207124,0.0210692901164293,0.0191445909440517,0.0219681821763515,0.0185524560511112,0.0238704904913902
"lasercmt3.5y-1",10,0.0212842401117086,0.000784932479747141,0.0212063109502196,0.0210014781914651,0.0219449689611793,0.019501032307744,0.0220779813826084
